Url,Title,Keywords,Doi,Entrytype,Id,Year,Volume,Publisher,Month,Journal,Issn,Author,Abstract,Issue,Pages,Pmid,Number,Pubmedid,Article-number,Booktitle,Name,No. of Citations,Initial Letter
,Explainable Artificial Intelligence and Cardiac Imaging: Toward More Interpretable Models,"artificial intelligence,cardiac imaging techniques,diagnostic imaging,machine learning",10.1161/CIRCIMAGING.122.014519,article,Salih2023,2023,16,Lippincott Williams and Wilkins,4,Circulation: Cardiovascular Imaging,19420080,"Ahmed Salih,Ilaria Boscolo Galazzo,Polyxeni Gkontra,Aaron Mark Lee,Karim Lekadir,Zahra Raisi-Estabragh,Steffen E. Petersen","Artificial intelligence applications have shown success in different medical and health care domains, and cardiac imaging is no exception. However, some machine learning models, especially deep learning, are considered black box as they do not provide an explanation or rationale for model outcomes. Complexity and vagueness in these models necessitate a transition to explainable artificial intelligence (XAI) methods to ensure that model results are both transparent and understandable to end users. In cardiac imaging studies, there are a limited number of papers that use XAI methodologies. This article provides a comprehensive literature review of state-of-the-art works using XAI methods for cardiac imaging. Moreover, it provides simple and comprehensive guidelines on XAI. Finally, open issues and directions for XAI in cardiac imaging are discussed.",4,E014519,37042240,30,,,,Explainable Artificial Intelligence and Cardiac Imaging: Toward More Interpretable Models,,E
,Exploring the EVolution in PrognOstic CapabiLity of MUltisequence Cardiac MagneTIc ResOnance in PatieNts Affected by Takotsubo Cardiomyopathy Based on Machine Learning Analysis: Design and Rationale of the EVOLUTION Study,"Takotsubo,cardiac magnetic resonance,machine learning,prognosis,risk stratification",10.1097/RTI.0000000000000709,article,Cau2023-6,2023,38,Lippincott Williams and Wilkins,11,Journal of Thoracic Imaging,15360237,"Riccardo Cau,Giuseppe Muscogiuri,Francesco Pisu,Marco Gatti,Birgitta Velthuis,Christian Loewe,Filippo Cademartiri,Gianluca Pontone,Roberta Montisci,Marco Guglielmo,Sandro Sironi,Antonio Esposito,Marco Francone,Nicholas Dacher,Charles Peebles,Gorka Bastarrika,Rodrigo Salgado,Luca Saba","Purpose: Takotsubo cardiomyopathy (TTC) is a transient but severe acute myocardial dysfunction with a wide range of outcomes from favorable to life-threatening. The current risk stratification scores of TTC patients do not include cardiac magnetic resonance (CMR) parameters. To date, it is still unknown whether and how clinical, trans-thoracic echocardiography (TTE), and CMR data can be integrated to improve risk stratification. Methods: EVOLUTION (Exploring the eVolution in prognOstic capabiLity of mUlti-sequence cardiac magneTIc resOnance in patieNts affected by Takotsubo cardiomyopathy) is a multicenter, international registry of TTC patients who will undergo a clinical, TTE, and CMR evaluation. Clinical data including demographics, risk factors, comorbidities, laboratory values, ECG, and results from TTE and CMR analysis will be collected, and each patient will be followed-up for in-hospital and long-term outcomes. Clinical outcome measures during hospitalization will include cardiovascular death, pulmonary edema, arrhythmias, stroke, or transient ischemic attack. Clinical long-term outcome measures will include cardiovascular death, pulmonary edema, heart failure, arrhythmias, sudden cardiac death, and major adverse cardiac and cerebrovascular events defined as a composite endpoint of death from any cause, myocardial infarction, recurrence of TTC, transient ischemic attack, and stroke. We will develop a comprehensive clinical and imaging score that predicts TTC outcomes and test the value of machine learning models, incorporating clinical and imaging parameters to predict prognosis. Conclusions: The main goal of the study is to develop a comprehensive clinical and imaging score, that includes TTE and CMR data, in a large cohort of TTC patients for risk stratification and outcome prediction as a basis for possible changes in patient management.",6,391-398,37015834,31,,,,Exploring the EVolution in PrognOstic CapabiLity of MUltisequence Cardiac MagneTIc ResOnance in PatieNts Affected by Takotsubo Cardiomyopathy Based on Machine Learning Analysis: Design and Rationale of the EVOLUTION Study,,E
,Extremely randomized trees,"Bias/variance tradeoff,Cut-point randomization,Decision and regression trees,Ensemble methods,Kernel-based models,Supervised learning",10.1007/s10994-006-6226-1,article,Geurts2006,2006,63,,4,Machine Learning,08856125,"Pierre Geurts,Damien Ernst,Louis Wehenkel","This paper proposes a new tree-based ensemble method for supervised classification and regression problems. It essentially consists of randomizing strongly both attribute and cut-point choice while splitting a tree node. In the extreme case, it builds totally randomized trees whose structures are independent of the output values of the learning sample. The strength of the randomization can be tuned to problem specifics by the appropriate choice of a parameter. We evaluate the robustness of the default choice of this parameter, and we also provide insight on how to adjust it in particular situations. Besides accuracy, the main strength of the resulting algorithm is computational efficiency. A bias/variance analysis of the Extra-Trees algorithm is also provided as well as a geometrical and a kernel characterization of the models induced.",1,3-42,,32,,,,Extremely randomized trees,,E
,Feature selection for small sample sets with high dimensional data using heuristic hybrid approach,"Data Mining,Evolutionary Methods,Feature Selection,High Dimensional Data,Regression",10.5829/IJE.2020.33.02B.05,article,Biglari2020,2020,33,Materials and Energy Research Center,2,"International Journal of Engineering, Transactions B: Applications",1728144X,"M. Biglari,F. Mirzaei,H. Hassanpour","Feature selection can significantly be decisive when analyzing high dimensional data, especially with a small number of samples. Feature extraction methods do not have decent performance in these conditions. With small sample sets and high dimensional data, exploring a large search space and learning from insufficient samples becomes extremely hard. As a result, neural networks and clustering algorithms perform poorly on this kind of data. In this paper, a novel hybrid feature selection technique is proposed, which can reduce drastically the number of features with an acceptable loss of prediction accuracy. The proposed approach operates in multiple stages, starting by removing irrelevant features with a low discrimination power, and then eliminating the ones with low variation range. Afterward, among each set of features with high cross-correlation, a single feature that is strongly correlated with the output is kept. Finally, a Genetic Algorithm with a customized cost function is provided to select a small subset of the remainder of features. To show the effectiveness of the proposed approach, we investigated two challenging case studies with sample set sizes of about 100 and the number of features larger than 1000. The experimental results look promising as they showed a percentage decrease of more than 99% in the number of features, with a prediction accuracy of more than 92%.",2,213-220,,33,,,,Feature selection for small sample sets with high dimensional data using heuristic hybrid approach,,F
https://openaccess.thecvf.com/content/CVPR2024/html/Young_Fully_Convolutional_Slice-to-Volume_Reconstruction_for_Single-Stack_MRI_CVPR_2024_paper.html,Fully Convolutional Slice-to-Volume Reconstruction for Single-Stack MRI,,,article,SlicetoVolume2024,2024,,,,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,"Sean I. Young,Yaël Balbastre,Bruce Fischl,Polina Golland,Juan Eugenio Iglesias",In magnetic resonance imaging (MRI) slice-to-volume reconstruction (SVR) refers to computational reconstruction of an unknown 3D magnetic resonance volume from stacks of 2D slices corrupted by motion. While promising current SVR methods require multiple slice stacks for accurate 3D reconstruction leading to long scans and limiting their use in time-sensitive applications such as fetal fMRI. Here we propose a SVR method that overcomes the shortcomings of previous work and produces state-of-the-art reconstructions in the presence of extreme inter-slice motion. Inspired by the recent success of single-view depth estimation methods we formulate SVR as a single-stack motion estimation task and train a fully convolutional network to predict a motion stack for a given slice stack producing a 3D reconstruction as a byproduct of the predicted motion. Extensive experiments on the SVR of adult and fetal brains demonstrate that our fully convolutional method is twice as accurate as previous SVR methods. Our code is available at github.com/seannz/svr.,,,,34,,,,Fully Convolutional Slice-to-Volume Reconstruction for Single-Stack MRI,,F
,Improving the efficiency and accuracy of cardiovascular magnetic resonance with artificial intelligence—review of evidence and proposition of a roadmap to clinical translation,"Artificial intelligence,Cardiovascular magnetic resonance,Clinical translation,Deep learning,Review,Roadmap",10.1016/j.jocmr.2024.101051,misc,Zhang2024,2024,26,Elsevier B.V.,12,Journal of Cardiovascular Magnetic Resonance,1532429X,"Qiang Zhang,Anastasia Fotaki,Sona Ghadimi,Yu Wang,Mariya Doneva,Jens Wetzl,Jana G. Delfino,Declan P. O'Regan,Claudia Prieto,Frederick H. Epstein","Background: Cardiovascular magnetic resonance (CMR) is an important imaging modality for the assessment of heart disease; however, limitations of CMR include long exam times and high complexity compared to other cardiac imaging modalities. Recently advancements in artificial intelligence (AI) technology have shown great potential to address many CMR limitations. While the developments are remarkable, translation of AI-based methods into real-world CMR clinical practice remains at a nascent stage and much work lies ahead to realize the full potential of AI for CMR. Methods: Herein we review recent cutting-edge and representative examples demonstrating how AI can advance CMR in areas such as exam planning, accelerated image reconstruction, post-processing, quality control, classification and diagnosis. Results: These advances can be applied to speed up and simplify essentially every application including cine, strain, late gadolinium enhancement, parametric mapping, 3D whole heart, flow, perfusion and others. AI is a unique technology based on training models using data. Beyond reviewing the literature, this paper discusses important AI-specific issues in the context of CMR, including (1) properties and characteristics of datasets for training and validation, (2) previously published guidelines for reporting CMR AI research, (3) considerations around clinical deployment, (4) responsibilities of clinicians and the need for multi-disciplinary teams in the development and deployment of AI in CMR, (5) industry considerations, and (6) regulatory perspectives. Conclusions: Understanding and consideration of all these factors will contribute to the effective and ethical deployment of AI to improve clinical CMR.",2,,38909656,35,,,,Improving the efficiency and accuracy of cardiovascular magnetic resonance with artificial intelligence—review of evidence and proposition of a roadmap to clinical translation,,I
,Increasing transparency in machine learning through bootstrap simulation and shapely additive explanations,,10.1371/journal.pone.0281922,article,Huang2023,2023,18,Public Library of Science,2,PLoS ONE,19326203,"Alexander A. Huang,Samuel Y. Huang","Machine learning methods are widely used within the medical field. However, the reliability and efficacy of these models is difficult to assess, making it difficult for researchers to identify which machine-learning model to apply to their dataset. We assessed whether variance calculations of model metrics (e.g., AUROC, Sensitivity, Specificity) through bootstrap simulation and SHapely Additive exPlanations (SHAP) could increase model transparency and improve model selection. Data from the England National Health Services Heart Disease Prediction Cohort was used. After comparison of model metrics for XGBoost, Random Forest, Artificial Neural Network, and Adaptive Boosting, XGBoost was used as the machine-learning model of choice in this study. Boost-strap simulation (N = 10,000) was used to empirically derive the distribution of model metrics and covariate Gain statistics. SHapely Additive exPlanations (SHAP) to provide explanations to machine-learning output and simulation to evaluate the variance of model accuracy metrics. For the XGBoost modeling method, we observed (through 10,000 completed simulations) that the AUROC ranged from 0.771 to 0.947, a difference of 0.176, the balanced accuracy ranged from 0.688 to 0.894, a 0.205 difference, the sensitivity ranged from 0.632 to 0.939, a 0.307 difference, and the specificity ranged from 0.595 to 0.944, a 0.394 difference. Among 10,000 simulations completed, we observed that the gain for Angina ranged from 0.225 to 0.456, a difference of 0.231, for Cholesterol ranged from 0.148 to 0.326, a difference of 0.178, for maximum heart rate (MaxHR) ranged from 0.081 to 0.200, a range of 0.119, and for Age ranged from 0.059 to 0.157, difference of 0.098. Use of simulations to empirically evaluate the variability of model metrics and explanatory algorithms to observe if covariates match the literature are necessary for increased transparency, reliability, and utility of machine learning methods. These variance statistics, combined with model accuracy statistics can help researchers identify the best model for a given dataset.",2 February,,36821544,36,,,,Increasing transparency in machine learning through bootstrap simulation and shapely additive explanations,,I
,"International Expert Consensus Document on Takotsubo Syndrome (Part I): Clinical Characteristics, Diagnostic Criteria, and Pathophysiology","Acute heart failure,Broken heart syndrome,Consensus statement,InterTAK Diagnostic Criteria,Takotsubo definition,Takotsubo syndrome",10.1093/eurheartj/ehy076,article,Ghadri2018,2018,39,Oxford University Press,6,European Heart Journal,15229645,"Jelena Rima Ghadri,Ilan Shor Wittstein,Abhiram Prasad,Scott Sharkey,Keigo Dote,Yoshihiro John Akashi,Victoria Lucia Cammann,Filippo Crea,Leonarda Galiuto,Walter Desmet,Tetsuro Yoshida,Roberto Manfredini,Ingo Eitel,Masami Kosuge,Holger M. Nef,Abhishek Deshmukh,Amir Lerman,Eduardo Bossone,Rodolfo Citro,Takashi Ueyama,Domenico Corrado,Satoshi Kurisu,Frank Ruschitzka,David Winchester,Alexander R. Lyon,Elmir Omerovic,Jeroen J. Bax,Patrick Meimoun,Guiseppe Tarantini,Charanjit Rihal,Shams Y. Hassan,Federico Migliore,John D. Horowitz,Hiroaki Shimokawa,Thomas Felix Lüscher,Christian Templin","Takotsubo syndrome (TTS) is a poorly recognized heart disease that was initially regarded as a benign condition. Recently, it has been shown that TTS may be associated with severe clinical complications including death and that its prevalence is probably underestimated. Since current guidelines on TTS are lacking, it appears timely and important to provide an expert consensus statement on TTS. The clinical expert consensus document part I summarizes the current state of knowledge on clinical presentation and characteristics of TTS and agrees on controversies surrounding TTS such as nomenclature, different TTS types, role of coronary artery disease, and etiology. This consensus also proposes new diagnostic criteria based on current knowledge to improve diagnostic accuracy.",22,2032-2046,29850871,37,,,,"International Expert Consensus Document on Takotsubo Syndrome (Part I): Clinical Characteristics, Diagnostic Criteria, and Pathophysiology",,I
,Left ventricular myocardial deformation in Takotsubo syndrome: a cardiovascular magnetic resonance myocardial feature tracking study,"Magnetic resonance imaging,Prognosis,Strain,Takotsubo cardiomyopathy,Ventricular function, left",10.1007/s00330-018-5475-2,article,Stiermaier2018,2018,28,Springer Verlag,12,European Radiology,14321084,"Thomas Stiermaier,Torben Lange,Amedeo Chiribiri,Christian Möller,Tobias Graf,Christina Villnow,Uwe Raaz,Adriana Villa,Johannes T. Kowallick,Joachim Lotz,Gerd Hasenfuß,Holger Thiele,Andreas Schuster,Ingo Eitel","Objectives: This study assessed the applicability and prognostic value of cardiovascular magnetic resonance (CMR) left ventricular deformation analysis in Takotsubo syndrome (TTS). Methods: CMR-feature tracking was performed blinded in a core laboratory to determine circumferential (CS), radial (RS) and longitudinal strain (LS) in 141 TTS patients participating in this cohort study. A subgroup of consecutive TTS patients (n = 20) was compared with age- and sex-matched controls with anterior ST-segment elevation myocardial infarction (STEMI) and non-STEMI as well as healthy subjects. Results: Median global CS, RS and LS were -19%, 19% and -12%, respectively. Apical ballooning was associated with significantly lower global CS (p < 0.01) and LS (p < 0.01) compared with midventricular and basal ballooning. Global RS was lowest in patients with basal ballooning (p < 0.01). Segmental analysis resulted in a reliable discrimination of different ballooning patterns using CS and LS. Strain values were significantly lower in TTS compared with non-STEMI patients and healthy subjects, whereas STEMI patients showed similar values. While global CS and RS were not associated with long-term mortality, global LS (cutoff -14.75%) was identified as a potential parameter for long-term risk stratification (mortality rate 17.9% versus 2.5%; p = 0.02). Conclusions: The transient contraction abnormalities in TTS can be quantitatively assessed with CMR-feature tracking. GLS is a potential determinant of outcome in TTS, which, however, requires further validation. Key Points: • Cardiovascular magnetic resonance myocardial feature tracking enables accurate assessment of regional and global left ventricular dysfunction in Takotsubo syndrome (TTS). • Global strain in TTS is similar to patients with anterior STEMI and lower compared with non-STEMI and healthy subjects. • Global longitudinal strain is a potential tool for risk prediction in TTS patients.",12,5160-5170,29882071,38,,,,Left ventricular myocardial deformation in Takotsubo syndrome: a cardiovascular magnetic resonance myocardial feature tracking study,,L
,"Machine learning approach in diagnosing Takotsubo cardiomyopathy: The role of the combined evaluation of atrial and ventricular strain, and parametric mapping","CMR,Machine learning,Myocardial strain,Takotsubo",10.1016/j.ijcard.2022.11.021,article,Cau2023-5,2023,373,Elsevier Ireland Ltd,2,International Journal of Cardiology,18741754,"Riccardo Cau,Francesco Pisu,Michele Porcu,Filippo Cademartiri,Roberta Montisci,Pierpaolo Bassareo,Giuseppe Muscogiuri,Antonio Amadu,Sandro Sironi,Antonio Esposito,Jasjit S. Suri,Luca Saba","Background: Cardiac magnetic resonance (CMR) with late gadolinium enhancement (LGE) is a key diagnostic tool in the differential diagnosis between non-ischemic cause of cardiac chest pain. Some patients are not eligible for a gadolinium contrast-enhanced CMR; in this scenario, the diagnosis remains challenging without invasive examination. Our purpose was to derive a machine learning model integrating some non-contrast CMR parameters and demographic factors to identify Takotsubo cardiomyopathy (TTC) in subjects with cardiac chest pain. Material and methods: Three groups of patients were retrospectively studied: TTC, acute myocarditis, and healthy controls. Global and regional left ventricular longitudinal, circumferential, and radial strain (RS) analysis included were assessed. Reservoir, conduit, and booster bi-atrial functions were evaluated by tissue-tracking. Parametric mapping values were also assessed in all the patients. Five different tree-based ensemble learning algorithms were tested concerning their ability in recognizing TTC in a fully cross-validated framework. Results: The CMR-based machine learning (ML) ensemble model, by using the Extremely Randomized Trees algorithm with Elastic Net feature selection, showed a sensitivity of 92% (95% CI 78–100), specificity of 86% (95% CI 80–92) and area under the ROC of 0.94 (95% CI 0.90–0.99) in diagnosing TTC. Among non-contrast CMR parameters, the Shapley additive explanations analysis revealed that left atrial (LA) strain and strain rate were the top imaging markers in identifying TTC patients. Conclusions: Our study demonstrated that using a tree-based ensemble learning algorithm on non-contrast CMR parameters and demographic factors enables the identification of subjects with TTC with good diagnostic accuracy. Translational outlook: Our results suggest that non-contrast CMR features can be implemented in a ML model to accurately identify TTC subjects. This model could be a valuable tool for aiding in the diagnosis of subjects with a contraindication to the contrast media. Furthermore, the left atrial conduit strain and strain rate were imaging markers that had a strong impact on TTC identification. Further prospective and longitudinal studies are needed to validate these findings and assess predictive performance in different cohorts, such as those with different ethnicities, and social backgrounds and undergoing different treatments.",,124-133,36410545,39,,,,"Machine learning approach in diagnosing Takotsubo cardiomyopathy: The role of the combined evaluation of atrial and ventricular strain, and parametric mapping",,M
,Machine Learning Approaches for Segmentation of Cardiovascular Neurocristopathy Related Images,"Cardiovascular,automation,deep learning,imaging,machine learning,neural networks,neurocristopathy,segmentation",10.1109/ACCESS.2023.3325960,article,Iqbal2023,2023,11,Institute of Electrical and Electronics Engineers Inc.,,IEEE Access,21693536,"Talha Iqbal,Osama Soliman,Sherif Sultan,Ihsan Ullah","Cardiovascular neurocristopathy is associated with abnormal migration and development of neural crest cells, impacting the neural and the human cardiovascular system and leading to diseases such as cardiomyopathy, aortic disease, and aortic valve dysfunction. With advancements in biomedical imaging tools, efforts are made to understand the underlying causes of cardiovascular neurocristopathy and develop new diagnostic methods, especially using machine learning or specifically its sub-branch deep learning models. This article provides a systematic survey of the literature related to machine/deep learning-based segmentation of the diseases mentioned above in computer tomography (CT), magnetic resonance imaging (MRI), X-rays, and echocardiogram (Echos) images. The review identified gaps and provides future directions, such as the need for better interpretable and explainable AI models, addressing the lack of publicly available datasets, standardizing the result reporting procedure for better repeatability of the result, and the development of standard performance measurement metrics. The general conclusion suggests that there is a need for multimodalities, multimodel, high-quality data sets, and open-source disease-specific dataspaces that will help develop trustworthy deep learning models that could be implemented in imaging devices/tools and provide medical-grade segmented outputs that will augment and speed up clinician decision making.",,118301-118317,,40,,,,Machine Learning Approaches for Segmentation of Cardiovascular Neurocristopathy Related Images,,M
https://www.sciencedirect.com/science/article/pii/S0933365724000162,Multi input–Multi output 3D CNN for dementia severity assessment with incomplete multimodal data,"Convolutional neural networks, Magnetic resonance images, Positron emission tomography, Multimodal deep learning",https://doi.org/10.1016/j.artmed.2024.102774,article,GRAVINA2024102774,2024,149,,,Artificial Intelligence in Medicine,0933-3657,"Michela Gravina,Angel García-Pedrero,Consuelo Gonzalo-Martín,Carlo Sansone,Paolo Soda","Alzheimer’s Disease is the most common cause of dementia, whose progression spans in different stages, from very mild cognitive impairment to mild and severe conditions. In clinical trials, Magnetic Resonance Imaging (MRI) and Positron Emission Tomography (PET) are mostly used for the early diagnosis of neurodegenerative disorders since they provide volumetric and metabolic function information of the brain, respectively. In recent years, Deep Learning (DL) has been employed in medical imaging with promising results. Moreover, the use of the deep neural networks, especially Convolutional Neural Networks (CNNs), has also enabled the development of DL-based solutions in domains characterized by the need of leveraging information coming from multiple data sources, raising the Multimodal Deep Learning (MDL). In this paper, we conduct a systematic analysis of MDL approaches for dementia severity assessment exploiting MRI and PET scans. We propose a Multi Input–Multi Output 3D CNN whose training iterations change according to the characteristic of the input as it is able to handle incomplete acquisitions, in which one image modality is missed. Experiments performed on OASIS-3 dataset show the satisfactory results of the implemented network, which outperforms approaches exploiting both single image modality and different MDL fusion techniques.",,102774,,41,,,,Multi input–Multi output 3D CNN for dementia severity assessment with incomplete multimodal data,,M
,Multi-Modality and Multi-View 2D CNN to Predict Locoregional Recurrence in Head & Neck Cancer,Three-dimensional displays;Head;Computed tomography;Redundancy;Predictive models;Feature extraction;Neck;head and neck cancer;multi-view convolutional neural network;local recurrence;outcome prediction,10.1109/IJCNN52387.2021.9533703,inproceedings,9533703,2021,,,,,,"Guo,Jinkun,Wang,Rongfang,Zhou,Zhiguo,Wang,Kai,Xu,Rongbin,Wang,Jing",,,1-7,,42,,,2021 International Joint Conference on Neural Networks (IJCNN),Multi-Modality and Multi-View 2D CNN to Predict Locoregional Recurrence in Head & Neck Cancer,,M
https://www.mdpi.com/2076-3425/13/11/1578,Multi-Slice Generation sMRI and fMRI for Autism Spectrum Disorder Diagnosis Using 3D-CNN and Vision Transformers,,10.3390/brainsci13111578,article,brainsci13111578,2023,13,,,Brain Sciences,2076-3425,"Alharthi,Asrar G.,Alzahrani,Salha M.","Researchers have explored various potential indicators of ASD, including changes in brain structure and activity, genetics, and immune system abnormalities, but no definitive indicator has been found yet. Therefore, this study aims to investigate ASD indicators using two types of magnetic resonance images (MRI), structural (sMRI) and functional (fMRI), and to address the issue of limited data availability. Transfer learning is a valuable technique when working with limited data, as it utilizes knowledge gained from a pre-trained model in a domain with abundant data. This study proposed the use of four vision transformers namely ConvNeXT, MobileNet, Swin, and ViT using sMRI modalities. The study also investigated the use of a 3D-CNN model with sMRI and fMRI modalities. Our experiments involved different methods of generating data and extracting slices from raw 3D sMRI and 4D fMRI scans along the axial, coronal, and sagittal brain planes. To evaluate our methods, we utilized a standard neuroimaging dataset called NYU from the ABIDE repository to classify ASD subjects from typical control subjects. The performance of our models was evaluated against several baselines including studies that implemented VGG and ResNet transfer learning models. Our experimental results validate the effectiveness of the proposed multi-slice generation with the 3D-CNN and transfer learning methods as they achieved state-of-the-art results. In particular, results from 50-middle slices from the fMRI and 3D-CNN showed a profound promise in ASD classifiability as it obtained a maximum accuracy of 0.8710 and F1-score of 0.8261 when using the mean of 4D images across the axial, coronal, and sagittal. Additionally, the use of the whole slices in fMRI except the beginnings and the ends of brain views helped to reduce irrelevant information and showed good performance of 0.8387 accuracy and 0.7727 F1-score. Lastly, the transfer learning with the ConvNeXt model achieved results higher than other transformers when using 50-middle slices sMRI along the axial, coronal, and sagittal planes.",,,,43,38002538,1578,,Multi-Slice Generation sMRI and fMRI for Autism Spectrum Disorder Diagnosis Using 3D-CNN and Vision Transformers,,M
,Myocardial microvascular function assessed by cardiovascular magnetic resonance first-pass perfusion in patients with Takotsubo syndrome,"Magnetic resonance imaging,Microcirculation,Perfusion,Takotsubo syndrome",10.1007/s00330-024-11340-z,article,Cau2025-11,2025,,Springer Science and Business Media Deutschland GmbH,,European Radiology,14321084,"Riccardo Cau,Carolina Pitzalis,Francesco Pisu,Cesare Mantini,Gianluca Pontone,Maria Francesca Marchetti,Roberta Montisci,Rodrigo Salgado,Antonio Esposito,Luca Saba","Objective: The purpose of this study was to explore microvascular function impairment using first-pass cardiovascular magnetic resonance (CMR) in patients with Takotsubo syndrome (TS). Moreover, we explored myocardial microcirculation in patients with TS and related this to demographic data, cardiovascular risk factors, clinical parameters, cardiac biomarkers, and cardiac function. Methods: This retrospective study performed CMR first-pass perfusion scans in 42 consecutive patients with TS (37 females, 70.6 ± 9.4 years). Moreover, we included 44 sex- and age-matched healthy controls (33 females, 66.4 ± 10.5 years). CMR-derived myocardial microcirculation function was analyzed and compared between TS patients and controls. Results: Compared to age-, sex-, and cardiovascular risk factors-matched control group, TS patients demonstrated a lower perfusion index (PI) (0.140 ± 0.060 vs. 0.182 ± 0.056, p = 0.001). In multivariable analysis with adjustment for demographic data and cardiovascular risk factors, an impairment in PI was independently associated with left ventricle ejection fraction (β coefficient = 3.793, p = 0.001) and T2 mapping (β coefficient = −4.316, p = 0.001). Conclusion: TS patients exhibited myocardial microvascular dysfunction, which was non-invasively assessed using first-pass CMR. This impaired myocardial microvascular function was found to be independently associated with left ventricular ejection fraction and myocardial edema. Key Points: Question Can cardiovascular magnetic resonance (CMR) cardiac MR first-pass perfusion help to better understand Takotsubo pathophysiology by exploring microvascular impairment? Findings CMR first-pass perfusion revealed significant microvascular dysfunction during the acute phase of Takotsubo syndrome, independently associated with left ventricular ejection fraction and myocardial edema. Clinical relevance Identifying an abnormal microvascular network using non-invasive biomarkers could enhance risk stratification and guide tailored management during the acute phase of Takotsubo syndrome.",,,39841202,44,,,,Myocardial microvascular function assessed by cardiovascular magnetic resonance first-pass perfusion in patients with Takotsubo syndrome,,M
,Pathophysiology of stress cardiomyopathy: A comprehensive literature review,"Literature review,Pathophysiology,Stress-induced cardiomyopathy,Takotsubo cardiomyopathy,Takotsubo syndrome",10.1016/j.amsu.2022.104671,misc,AlHouri2022,2022,82,Elsevier Ltd,10,Annals of Medicine and Surgery,20490801,"Hasan Nabil Al Houri,Sami Jomaa,Massa Jabra,Ahmad Nabil Alhouri,Youssef Latifeh","Introduction: Takotsubo cardiomyopathy is a transient type of acute heart failure with distinct wall motion abnormalities and unclear pathophysiology. This review focuses on the proposed pathophysiological mechanisms that could be involved in the occurrence takotsubo cardiomyopathy. Main body: Acute stress and subsequent excessive activation of the sympathetic nervous system are major factors in the pathophysiology of takotsubo cardiomyopathy. The high levels of catecholamine work in a triggering manner, generate reactive oxygen species, release inflammatory cytokines, and induce endothelial injury. The incidence of Takotsubo cardiomyopathy has increased following COVID-19 infection and vaccination, which suggests that neurohormonal and psychological factors (i.e., fear and anxiety of infection or vaccination) may have an additional role in the pathophysiology. In addition, inflammatory state, cytokine storm, augmented sympathetic activity, and endothelial dysfunction during the acute phase of COVID-19 infection may participate in Takotsubo cardiomyopathy. Chronic stress is also linked to this complex mechanism by accelerating cripple of endocrinal hypothalamic-pituitary-adrenal axis activity, which influences the cortisol effect on releasing catecholamine, which is directly related to the pathogenesis of takotsubo cardiomyopathy. Conclusion: The excessive activation of the sympathetic nervous system and subsequent high levels of catecholamines could initiate the process. The catecholamines, in turn, generate reactive oxygen species and release inflammatory cytokines (i.e., IL-1, IL-2, IL-6, IL-7, IL-8, CXCL1, TNF-α, and IFN-γ), which causes endothelial injury.",,,,45,,,,Pathophysiology of stress cardiomyopathy: A comprehensive literature review,,P
,Pathophysiology of takotsubo cardiomyopathy: Reopened debate,"Acetylcholine,Catechol-amines/metabolism,Coronary artery disease/ complications,Coronary vasospasm/complica-tions/physiopathology,Plaque, atherosclerotic/ physiopathology,Risk factors,Sex differences,Takotsubo cardiomy-opathy/blood/etiology/ physiopathology,Ventricular function, left/ drug effects",10.14503/THIJ-20-7490,article,Angelini2021,2021,48,Texas Heart Institute,,Texas Heart Institute Journal,15266702,"Paolo Angelini,Carlo Uribe,Jonathan M. Tobis","Takotsubo cardiomyopathy (TTC), a persistently obscure dysfunctional condition of the left ventricle, is uniquely transient but nevertheless dangerous. It features variable ventricular patterns and is predominant in women. For 30 years, pathophysiologic investigations have progressed only slowly and with inadequate focus. It was initially proposed that sudden-onset spastic obliteration of coronary flow induced myocardial ischemia with residual stunning and thus TTC. Later, it was generally accepted without proof that, in the presence of pain or emotional stress, the dominant mechanism for TTC onset was a catecholamine surge that had a direct, toxic myocardial effect. We think that the manifestations of TTC are more dynamic and complex than can be assumed from catecholamine effects alone. In addition, after reviewing the recent medical literature and considering our own clinical observations, especially on spasm, we theorize that atherosclerotic coronary artery disease modulates and physically opposes obstruction during spasm. This phenomenon may explain the midventricular variant of TTC and the lower incidence of TTC in men. We continue to recommend and perform acetylcholine testing to reproduce TTC and to confirm our theory that coronary spasm is its initial pathophysiologic factor. An improved understanding of TTC is especially important because of the condition’s markedly increased incidence during the ongoing COVID-19 pandemic. (Tex Heart Inst J 2021;48(3):e207490).",3,,34388240,46,,,,Pathophysiology of takotsubo cardiomyopathy: Reopened debate,,P
